代码,简称,时间,周单位净值(元)
159915.OF,创业板,2016-06-17,2.0362
159916.OF,深F60,2016-06-17,2.4106
159918.OF,中创400,2016-06-17,2.0705
159919.OF,300ETF,2016-06-17,3.3009
159920.OF,恒生ETF,2016-06-17,1.0480
159922.OF,500ETF,2016-06-17,5.9184
159923.OF,100ETF,2016-06-17,1.1800
159925.OF,南方300,2016-06-17,1.2413
159928.OF,消费ETF,2016-06-17,1.3823
159929.OF,医药ETF,2016-06-17,1.2955
159930.OF,能源ETF,2016-06-17,0.7337
159931.OF,金融ETF,2016-06-17,1.3880
159932.OF,500深ETF,2016-06-17,1.7710
159933.OF,金地ETF,2016-06-17,1.4653
159935.OF,景顺500,2016-06-17,1.5652
159936.OF,可选消费,2016-06-17,1.4454
159938.OF,医药,2016-06-17,1.1763
159939.OF,信息技术,2016-06-17,1.1462
159940.OF,金融,2016-06-17,0.7290
159941.OF,纳指ETF,2016-06-17,0.9606
159943.OF,深证ETF,2016-06-17,10.7260
159944.OF,材料ETF,2016-06-17,0.7803
159945.OF,能源,2016-06-17,0.5949
159948.OF,创业板EF,2016-06-17,2.1270
160119.OF,南方500,2016-06-17,1.4542
160125.OF,南方香港,2016-06-17,0.7537
160133.OF,南方天元,2016-06-17,1.7350
160135.OF,高铁基金,2016-06-17,0.9532
160137.OF,互联基金,2016-06-17,0.7546
160218.OF,国泰地产,2016-06-17,0.7176
160219.OF,国泰医药,2016-06-17,0.7475
160221.OF,国泰有色,2016-06-17,1.1229
160222.OF,国泰食品,2016-06-17,0.8211
160416.OF,石油基金,2016-06-17,0.8660
160516.OF,券商基金,2016-06-17,1.0363
160517.OF,银行LOF,2016-06-17,0.8234
160615.OF,鹏华300,2016-06-17,1.1710
160616.OF,鹏华500,2016-06-17,1.1850
160620.OF,资源LOF,2016-06-17,1.0720
160625.OF,证保LOF,2016-06-17,1.1050
160626.OF,信息LOF,2016-06-17,1.1380
160628.OF,地产LOF,2016-06-17,0.9110
160629.OF,传媒LOF,2016-06-17,1.1160
160630.OF,国防LOF,2016-06-17,0.7370
160631.OF,银行指基,2016-06-17,0.8170
160632.OF,酒LOF,2016-06-17,0.8620
160633.OF,券商LOF,2016-06-17,0.9300
160634.OF,环保LOF,2016-06-17,1.0230
160636.OF,互联网L,2016-06-17,1.0600
160637.OF,创业板L,2016-06-17,0.9960
160638.OF,带路LOF,2016-06-17,0.6990
160639.OF,高铁LOF,2016-06-17,0.7400
160706.OF,嘉实300,2016-06-17,0.8745
160716.OF,嘉实50,2016-06-17,1.0379
160717.OF,恒生H股,2016-06-17,0.6193
160806.OF,长盛同庆,2016-06-17,1.1690
160807.OF,长盛300,2016-06-17,1.0270
160814.OF,金融地产,2016-06-17,0.7150
160919.OF,大成产业,2016-06-17,1.0570
161017.OF,富国500,2016-06-17,1.8210
161022.OF,创业,2016-06-17,0.9780
161024.OF,军工,2016-06-17,1.0560
161025.OF,互联网,2016-06-17,0.7360
161026.OF,国企改革,2016-06-17,0.7860
161027.OF,证券,2016-06-17,1.0210
161028.OF,新能源车,2016-06-17,1.0000
161029.OF,银行FG,2016-06-17,0.8720
161030.OF,体育,2016-06-17,0.7700
161031.OF,工业40,2016-06-17,1.0010
161032.OF,煤炭,2016-06-17,0.9890
161033.OF,智能汽车,2016-06-17,1.0340
161121.OF,银行,2016-06-17,0.7707
161122.OF,生物LOF,2016-06-17,0.9983
161123.OF,并购重组,2016-06-17,0.8896
161213.OF,国投消费,2016-06-17,1.2310
161217.OF,国投资源,2016-06-17,0.5800
161227.OF,深证100,2016-06-17,0.8360
161229.OF,国投中国,2016-06-17,1.0150
161607.OF,融通巨潮,2016-06-17,0.9310
161720.OF,证券基金,2016-06-17,0.7560
161721.OF,地产基金,2016-06-17,0.6720
161723.OF,银行基金,2016-06-17,0.8280
161724.OF,煤炭等权,2016-06-17,0.9580
161725.OF,白酒基金,2016-06-17,0.9650
161726.OF,生物医药,2016-06-17,0.9740
161811.OF,银华300,2016-06-17,0.7960
161812.OF,银华100,2016-06-17,0.8850
161831.OF,恒生中企,2016-06-17,0.7813
161907.OF,万家红利,2016-06-17,1.2966
162107.OF,金鹰量化,2016-06-17,1.0399
162216.OF,泰达500,2016-06-17,0.8980
162307.OF,海富100,2016-06-17,0.9310
162411.OF,华宝油气,2016-06-17,0.5790
162412.OF,医疗基金,2016-06-17,1.0676
162415.OF,美国消费,2016-06-17,1.0060
162509.OF,中证100E,2016-06-17,0.9650
162510.OF,国安中小,2016-06-17,1.7410
162711.OF,广发500L,2016-06-17,1.2500
162714.OF,深100基,2016-06-17,0.9523
162907.OF,泰信400,2016-06-17,0.7060
163109.OF,申万深成,2016-06-17,0.5975
163110.OF,申万量化,2016-06-17,2.3140
163113.OF,申万证券,2016-06-17,1.0678
163114.OF,申万环保,2016-06-17,0.9042
163115.OF,申万军工,2016-06-17,0.9362
163118.OF,医药生物,2016-06-17,0.8408
163209.OF,诺安创业,2016-06-17,1.1650
163407.OF,兴全300,2016-06-17,1.2257
163821.OF,中银300E,2016-06-17,1.3390
164304.OF,新华环保,2016-06-17,1.0970
164401.OF,中证健康,2016-06-17,0.9510
164402.OF,中航军工,2016-06-17,0.8980
164508.OF,国富100,2016-06-17,0.7420
164705.OF,添富恒生,2016-06-17,0.8800
164811.OF,京津冀,2016-06-17,1.1866
164906.OF,中国互联,2016-06-17,0.8370
164908.OF,环境治理,2016-06-17,0.8960
165309.OF,建信300,2016-06-17,0.9223
165310.OF,300增强,2016-06-17,1.2190
165312.OF,建信50,2016-06-17,1.2259
165510.OF,信诚四国,2016-06-17,0.6460
165511.OF,信诚500,2016-06-17,1.1540
165515.OF,信诚300,2016-06-17,1.0570
165519.OF,信诚医药,2016-06-17,0.7240
165520.OF,信诚有色,2016-06-17,1.0190
165521.OF,信诚金融,2016-06-17,0.8720
165522.OF,信诚TMT,2016-06-17,0.8380
165523.OF,信息安全,2016-06-17,0.9760
165524.OF,智能家居,2016-06-17,0.9850
165525.OF,基建工程,2016-06-17,0.9670
166802.OF,浙商300,2016-06-17,1.0490
167301.OF,保险主题,2016-06-17,0.9130
167503.OF,安信一带,2016-06-17,0.6860
168203.OF,中融钢铁,2016-06-17,0.7640
168204.OF,中融煤炭,2016-06-17,0.6810
501005.OF,精准医疗,2016-06-17,0.9984
502000.OF,500增强,2016-06-17,0.9500
502003.OF,军工LOF,2016-06-17,1.0717
502006.OF,国企改革,2016-06-17,0.8260
502010.OF,证券LOF,2016-06-17,1.1020
502013.OF,一带一路,2016-06-17,0.7020
502020.OF,50增强,2016-06-17,1.0810
502023.OF,钢铁LOF,2016-06-17,0.8400
502048.OF,50LOF,2016-06-17,1.0258
502053.OF,券商LOF,2016-06-17,1.0000
502056.OF,医疗基金,2016-06-17,1.1133
510010.OF,治理ETF,2016-06-17,0.8670
510020.OF,超大ETF,2016-06-17,1.9909
510030.OF,价值ETF,2016-06-17,3.5610
510050.OF,50ETF,2016-06-17,2.1120
510060.OF,央企ETF,2016-06-17,1.3894
510090.OF,责任ETF,2016-06-17,1.1627
510110.OF,周期ETF,2016-06-17,2.8470
510120.OF,非周ETF,2016-06-17,2.3440
510130.OF,中盘ETF,2016-06-17,3.1851
510150.OF,消费ETF,2016-06-17,3.5260
510160.OF,小康ETF,2016-06-17,0.4392
510170.OF,商品ETF,2016-06-17,1.6110
510180.OF,180ETF,2016-06-17,2.6851
510190.OF,龙头ETF,2016-06-17,2.9350
510210.OF,综指ETF,2016-06-17,3.1890
510220.OF,中小ETF,2016-06-17,3.6240
510230.OF,金融ETF,2016-06-17,4.8204
510270.OF,国企ETF,2016-06-17,0.9080
510290.OF,380ETF,2016-06-17,1.4308
510300.OF,300ETF,2016-06-17,3.1219
510310.OF,HS300ETF,2016-06-17,1.2761
510330.OF,华夏300,2016-06-17,3.2520
510360.OF,广发300,2016-06-17,0.9393
510410.OF,资源ETF,2016-06-17,0.6427
510440.OF,500沪市,2016-06-17,1.7100
510500.OF,500ETF,2016-06-17,6.2290
510510.OF,广发500,2016-06-17,1.6365
510560.OF,国寿500,2016-06-17,1.2349
510580.OF,ZZ500ETF,2016-06-17,6.2886
510630.OF,消费行业,2016-06-17,1.4504
510650.OF,金融行业,2016-06-17,1.3739
510660.OF,医药行业,2016-06-17,1.3432
510680.OF,万家50,2016-06-17,1.7033
510710.OF,上50ETF,2016-06-17,2.0838
510880.OF,红利ETF,2016-06-17,2.3420
510900.OF,H股ETF,2016-06-17,0.8851
512010.OF,医药ETF,2016-06-17,1.1405
512070.OF,证券保险,2016-06-17,1.5586
512120.OF,医药50,2016-06-17,1.2140
512220.OF,科技150,2016-06-17,1.3801
512330.OF,信息ETF,2016-06-17,0.8475
512500.OF,中证500,2016-06-17,2.8740
512510.OF,ETF500,2016-06-17,1.1957
512600.OF,主要消费,2016-06-17,1.4339
512610.OF,医药卫生,2016-06-17,1.3042
512640.OF,金融地产,2016-06-17,1.5485
512990.OF,MSCIA股,2016-06-17,0.9025
513030.OF,德国30,2016-06-17,0.8480
513100.OF,纳指ETF,2016-06-17,1.5280
513500.OF,标普500,2016-06-17,1.2568
513600.OF,恒指ETF,2016-06-17,1.7553
513660.OF,恒生通,2016-06-17,1.7327
159901.OF,深100ETF,2016-06-24,3.8584
159902.OF,中小100,2016-06-24,3.1760
159903.OF,深成ETF,2016-06-24,1.0809
159905.OF,深红利,2016-06-24,1.1062
159906.OF,深成长,2016-06-24,0.9300
159907.OF,中小300,2016-06-24,1.4314
159908.OF,创业板BS,2016-06-24,1.1037
159909.OF,深TMT,2016-06-24,4.8670
159910.OF,深F120,2016-06-24,1.2390
159912.OF,深300ETF,2016-06-24,1.2569
159913.OF,深价值,2016-06-24,1.3250
159915.OF,创业板,2016-06-24,2.0429
159916.OF,深F60,2016-06-24,2.3986
159918.OF,中创400,2016-06-24,2.0841
159919.OF,300ETF,2016-06-24,3.2740
159920.OF,恒生ETF,2016-06-24,1.0573
159922.OF,500ETF,2016-06-24,5.8629
159923.OF,100ETF,2016-06-24,1.1690
159925.OF,南方300,2016-06-24,1.2314
159928.OF,消费ETF,2016-06-24,1.3441
159929.OF,医药ETF,2016-06-24,1.2838
159930.OF,能源ETF,2016-06-24,0.7334
159931.OF,金融ETF,2016-06-24,1.3850
159932.OF,500深ETF,2016-06-24,1.7560
159933.OF,金地ETF,2016-06-24,1.4622
159935.OF,景顺500,2016-06-24,1.5504
159936.OF,可选消费,2016-06-24,1.4272
159938.OF,医药,2016-06-24,1.1694
159939.OF,信息技术,2016-06-24,1.1551
159940.OF,金融,2016-06-24,0.7272
159941.OF,纳指ETF,2016-06-24,0.9409
159943.OF,深证ETF,2016-06-24,10.6890
159944.OF,材料ETF,2016-06-24,0.7704
159945.OF,能源,2016-06-24,0.5953
159948.OF,创业板EF,2016-06-24,2.1346
160119.OF,南方500,2016-06-24,1.4409
160125.OF,南方香港,2016-06-24,0.7518
160133.OF,南方天元,2016-06-24,1.7270
160135.OF,高铁基金,2016-06-24,0.9435
160137.OF,互联基金,2016-06-24,0.7522
160218.OF,国泰地产,2016-06-24,0.7110
160219.OF,国泰医药,2016-06-24,0.7413
160221.OF,国泰有色,2016-06-24,1.0921
160222.OF,国泰食品,2016-06-24,0.7984
160416.OF,石油基金,2016-06-24,0.8690
160516.OF,券商基金,2016-06-24,1.0393
160517.OF,银行LOF,2016-06-24,0.8187
160615.OF,鹏华300,2016-06-24,1.1620
160616.OF,鹏华500,2016-06-24,1.1780
160620.OF,资源LOF,2016-06-24,1.0540
160625.OF,证保LOF,2016-06-24,1.1080
160626.OF,信息LOF,2016-06-24,1.1400
160628.OF,地产LOF,2016-06-24,0.9070
160629.OF,传媒LOF,2016-06-24,1.1090
160630.OF,国防LOF,2016-06-24,0.7430
160631.OF,银行指基,2016-06-24,0.8120
160632.OF,酒LOF,2016-06-24,0.8400
160633.OF,券商LOF,2016-06-24,0.9400
160634.OF,环保LOF,2016-06-24,1.0210
160636.OF,互联网L,2016-06-24,1.0610
160637.OF,创业板L,2016-06-24,1.0010
160638.OF,带路LOF,2016-06-24,0.6890
160639.OF,高铁LOF,2016-06-24,0.7320
160706.OF,嘉实300,2016-06-24,0.8678
160716.OF,嘉实50,2016-06-24,1.0339
160717.OF,恒生H股,2016-06-24,0.6268
160806.OF,长盛同庆,2016-06-24,1.1590
160807.OF,长盛300,2016-06-24,1.0190
160814.OF,金融地产,2016-06-24,0.7130
160919.OF,大成产业,2016-06-24,1.0800
161017.OF,富国500,2016-06-24,1.8110
161022.OF,创业,2016-06-24,0.9820
161024.OF,军工,2016-06-24,1.0650
161025.OF,互联网,2016-06-24,0.7350
161026.OF,国企改革,2016-06-24,0.7760
161027.OF,证券,2016-06-24,1.0310
161028.OF,新能源车,2016-06-24,0.9710
161029.OF,银行FG,2016-06-24,0.8670
161030.OF,体育,2016-06-24,0.7600
161031.OF,工业40,2016-06-24,0.9970
161032.OF,煤炭,2016-06-24,1.0030
161033.OF,智能汽车,2016-06-24,1.0230
161121.OF,银行,2016-06-24,0.7668
161122.OF,生物LOF,2016-06-24,0.9974
161123.OF,并购重组,2016-06-24,0.8847
161213.OF,国投消费,2016-06-24,1.2170
161217.OF,国投资源,2016-06-24,0.5730
161227.OF,深证100,2016-06-24,0.8320
161229.OF,国投中国,2016-06-24,1.0130
161607.OF,融通巨潮,2016-06-24,0.9250
161720.OF,证券基金,2016-06-24,0.7630
161721.OF,地产基金,2016-06-24,0.6630
161723.OF,银行基金,2016-06-24,0.8230
161724.OF,煤炭等权,2016-06-24,0.9660
161725.OF,白酒基金,2016-06-24,0.9360
161726.OF,生物医药,2016-06-24,0.9730
161811.OF,银华300,2016-06-24,0.7890
161812.OF,银华100,2016-06-24,0.8800
161831.OF,恒生中企,2016-06-24,0.7898
161907.OF,万家红利,2016-06-24,1.2840
162107.OF,金鹰量化,2016-06-24,1.0292
162216.OF,泰达500,2016-06-24,0.9003
162307.OF,海富100,2016-06-24,0.9230
162411.OF,华宝油气,2016-06-24,0.5710
162412.OF,医疗基金,2016-06-24,1.0538
162415.OF,美国消费,2016-06-24,0.9850
162509.OF,中证100E,2016-06-24,0.9590
162510.OF,国安中小,2016-06-24,1.7570
162711.OF,广发500L,2016-06-24,1.2386
162714.OF,深100基,2016-06-24,0.9471
162907.OF,泰信400,2016-06-24,0.6990
163109.OF,申万深成,2016-06-24,0.5975
163110.OF,申万量化,2016-06-24,2.3090
163113.OF,申万证券,2016-06-24,1.0784
163114.OF,申万环保,2016-06-24,0.9018
163115.OF,申万军工,2016-06-24,0.9434
163118.OF,医药生物,2016-06-24,0.8085
163209.OF,诺安创业,2016-06-24,1.1560
163407.OF,兴全300,2016-06-24,1.2231
163821.OF,中银300E,2016-06-24,1.3270
164304.OF,新华环保,2016-06-24,1.0980
164401.OF,中证健康,2016-06-24,0.9440
164402.OF,中航军工,2016-06-24,0.9010
164508.OF,国富100,2016-06-24,0.7350
164705.OF,添富恒生,2016-06-24,0.8860
164811.OF,京津冀,2016-06-24,1.1799
164906.OF,中国互联,2016-06-24,0.8410
164908.OF,环境治理,2016-06-24,0.8950
165309.OF,建信300,2016-06-24,0.9150
165310.OF,300增强,2016-06-24,1.2150
165312.OF,建信50,2016-06-24,1.2098
165510.OF,信诚四国,2016-06-24,0.6460
165511.OF,信诚500,2016-06-24,1.1420
165515.OF,信诚300,2016-06-24,1.0490
165519.OF,信诚医药,2016-06-24,0.7160
165520.OF,信诚有色,2016-06-24,0.9900
165521.OF,信诚金融,2016-06-24,0.8700
165522.OF,信诚TMT,2016-06-24,0.8400
165523.OF,信息安全,2016-06-24,0.9830
165524.OF,智能家居,2016-06-24,0.9950
165525.OF,基建工程,2016-06-24,0.9510
166802.OF,浙商300,2016-06-24,1.0400
167301.OF,保险主题,2016-06-24,0.9050
167503.OF,安信一带,2016-06-24,0.6760
168203.OF,中融钢铁,2016-06-24,0.7490
168204.OF,中融煤炭,2016-06-24,0.6910
501005.OF,精准医疗,2016-06-24,0.9842
501021.OF,香港中小,2016-06-24,1.0000
502000.OF,500增强,2016-06-24,0.9440
502003.OF,军工LOF,2016-06-24,1.0811
502006.OF,国企改革,2016-06-24,0.8172
502010.OF,证券LOF,2016-06-24,1.1136
502013.OF,一带一路,2016-06-24,0.6880
502020.OF,50增强,2016-06-24,1.0720
502023.OF,钢铁LOF,2016-06-24,0.8240
502048.OF,50LOF,2016-06-24,1.0172
502053.OF,券商LOF,2016-06-24,1.0130
502056.OF,医疗基金,2016-06-24,1.1092
510010.OF,治理ETF,2016-06-24,0.8570
510020.OF,超大ETF,2016-06-24,1.9581
510030.OF,价值ETF,2016-06-24,3.5280
510050.OF,50ETF,2016-06-24,2.0940
510060.OF,央企ETF,2016-06-24,1.3804
510090.OF,责任ETF,2016-06-24,1.1514
510110.OF,周期ETF,2016-06-24,2.8280
510120.OF,非周ETF,2016-06-24,2.3140
510130.OF,中盘ETF,2016-06-24,3.1474
510150.OF,消费ETF,2016-06-24,3.4640
510160.OF,小康ETF,2016-06-24,0.4337
510170.OF,商品ETF,2016-06-24,1.5850
510180.OF,180ETF,2016-06-24,2.6571
510190.OF,龙头ETF,2016-06-24,2.9000
510210.OF,综指ETF,2016-06-24,3.1710
510220.OF,中小ETF,2016-06-24,3.5800
510230.OF,金融ETF,2016-06-24,4.7924
510270.OF,国企ETF,2016-06-24,0.8980
510290.OF,380ETF,2016-06-24,1.4198
510300.OF,300ETF,2016-06-24,3.0962
510310.OF,HS300ETF,2016-06-24,1.2661
510330.OF,华夏300,2016-06-24,3.2271
510360.OF,广发300,2016-06-24,0.9321
510410.OF,资源ETF,2016-06-24,0.6313
510440.OF,500沪市,2016-06-24,1.6930
510500.OF,500ETF,2016-06-24,6.1684
510510.OF,广发500,2016-06-24,1.6206
510560.OF,国寿500,2016-06-24,1.2231
510580.OF,ZZ500ETF,2016-06-24,6.2262
510630.OF,消费行业,2016-06-24,1.4171
510650.OF,金融行业,2016-06-24,1.3653
510660.OF,医药行业,2016-06-24,1.3348
510680.OF,万家50,2016-06-24,1.6856
510710.OF,上50ETF,2016-06-24,2.0650
510880.OF,红利ETF,2016-06-24,2.3210
510900.OF,H股ETF,2016-06-24,0.8966
512010.OF,医药ETF,2016-06-24,1.1400
512070.OF,证券保险,2016-06-24,1.5618
512120.OF,医药50,2016-06-24,1.2020
512220.OF,科技150,2016-06-24,1.3843
512330.OF,信息ETF,2016-06-24,0.8516
512500.OF,中证500,2016-06-24,2.8455
512510.OF,ETF500,2016-06-24,1.1845
512600.OF,主要消费,2016-06-24,1.3989
512610.OF,医药卫生,2016-06-24,1.2816
512640.OF,金融地产,2016-06-24,1.5448
512990.OF,MSCIA股,2016-06-24,0.8952
513030.OF,德国30,2016-06-24,0.8460
513100.OF,纳指ETF,2016-06-24,1.4960
513500.OF,标普500,2016-06-24,1.2355
513600.OF,恒指ETF,2016-06-24,1.7721
513660.OF,恒生通,2016-06-24,1.7426
159901.OF,深100ETF,2016-07-01,3.9606
159902.OF,中小100,2016-07-01,3.2770
159903.OF,深成ETF,2016-07-01,1.1142
159905.OF,深红利,2016-07-01,1.1295
159906.OF,深成长,2016-07-01,0.9670
159907.OF,中小300,2016-07-01,1.4737
159908.OF,创业板BS,2016-07-01,1.1301
159909.OF,深TMT,2016-07-01,5.0520
159910.OF,深F120,2016-07-01,1.2679
159912.OF,深300ETF,2016-07-01,1.2935
159913.OF,深价值,2016-07-01,1.3530
159915.OF,创业板,2016-07-01,2.1193
159916.OF,深F60,2016-07-01,2.4465
159918.OF,中创400,2016-07-01,2.1459
159919.OF,300ETF,2016-07-01,3.3601
159920.OF,恒生ETF,2016-07-01,1.0989
159922.OF,500ETF,2016-07-01,6.0757
159923.OF,100ETF,2016-07-01,1.1970
159925.OF,南方300,2016-07-01,1.2644
159928.OF,消费ETF,2016-07-01,1.3909
159929.OF,医药ETF,2016-07-01,1.3329
159930.OF,能源ETF,2016-07-01,0.7506
159931.OF,金融ETF,2016-07-01,1.4147
159932.OF,500深ETF,2016-07-01,1.8170
159933.OF,金地ETF,2016-07-01,1.4949
159935.OF,景顺500,2016-07-01,1.6028
159936.OF,可选消费,2016-07-01,1.4753
159938.OF,医药,2016-07-01,1.2166
159939.OF,信息技术,2016-07-01,1.1971
159940.OF,金融,2016-07-01,0.7442
159941.OF,纳指ETF,2016-07-01,0.9848
159943.OF,深证ETF,2016-07-01,11.0090
159944.OF,材料ETF,2016-07-01,0.7911
159945.OF,能源,2016-07-01,0.6138
159948.OF,创业板EF,2016-07-01,2.2165
159949.OF,创业板50,2016-07-01,1.0000
160119.OF,南方500,2016-07-01,1.4906
160133.OF,南方天元,2016-07-01,1.7550
160135.OF,高铁基金,2016-07-01,0.9783
160137.OF,互联基金,2016-07-01,0.7754
160218.OF,国泰地产,2016-07-01,0.7286
160219.OF,国泰医药,2016-07-01,0.7661
160221.OF,国泰有色,2016-07-01,1.1191
160222.OF,国泰食品,2016-07-01,0.8326
160416.OF,石油基金,2016-07-01,0.9060
160516.OF,券商基金,2016-07-01,1.0700
160517.OF,银行LOF,2016-07-01,0.8327
160615.OF,鹏华300,2016-07-01,1.1930
160616.OF,鹏华500,2016-07-01,1.2210
160620.OF,资源LOF,2016-07-01,1.0900
160625.OF,证保LOF,2016-07-01,1.1420
160626.OF,信息LOF,2016-07-01,1.1820
160628.OF,地产LOF,2016-07-01,0.9330
160629.OF,传媒LOF,2016-07-01,1.1640
160630.OF,国防LOF,2016-07-01,0.7890
160631.OF,银行指基,2016-07-01,0.8260
160632.OF,酒LOF,2016-07-01,0.8650
160633.OF,券商LOF,2016-07-01,0.9710
160634.OF,环保LOF,2016-07-01,1.0490
160636.OF,互联网L,2016-07-01,1.0980
160637.OF,创业板L,2016-07-01,1.0380
160638.OF,带路LOF,2016-07-01,0.7080
160639.OF,高铁LOF,2016-07-01,0.7590
160706.OF,嘉实300,2016-07-01,0.8895
160716.OF,嘉实50,2016-07-01,1.0559
160717.OF,恒生H股,2016-07-01,0.6524
160806.OF,长盛同庆,2016-07-01,1.1910
160807.OF,长盛300,2016-07-01,1.0450
160814.OF,金融地产,2016-07-01,0.7280
160919.OF,大成产业,2016-07-01,1.1060
161017.OF,富国500,2016-07-01,1.8820
161022.OF,创业,2016-07-01,1.0180
161024.OF,军工,2016-07-01,1.1280
161025.OF,互联网,2016-07-01,0.7600
161026.OF,国企改革,2016-07-01,0.8010
161027.OF,证券,2016-07-01,1.0640
161028.OF,新能源车,2016-07-01,0.9810
161029.OF,银行FG,2016-07-01,0.8820
161030.OF,体育,2016-07-01,0.7910
161031.OF,工业40,2016-07-01,1.0270
161032.OF,煤炭,2016-07-01,1.0320
161033.OF,智能汽车,2016-07-01,1.0570
161121.OF,银行,2016-07-01,0.7801
161122.OF,生物LOF,2016-07-01,1.0351
161123.OF,并购重组,2016-07-01,0.9227
161213.OF,国投消费,2016-07-01,1.2570
161217.OF,国投资源,2016-07-01,0.5860
161227.OF,深证100,2016-07-01,0.8560
161607.OF,融通巨潮,2016-07-01,0.9480
161720.OF,证券基金,2016-07-01,0.7870
161721.OF,地产基金,2016-07-01,0.6750
161723.OF,银行基金,2016-07-01,0.8380
161724.OF,煤炭等权,2016-07-01,0.9940
161725.OF,白酒基金,2016-07-01,0.9640
161726.OF,生物医药,2016-07-01,1.0110
161811.OF,银华300,2016-07-01,0.8090
161812.OF,银华100,2016-07-01,0.9060
161907.OF,万家红利,2016-07-01,1.3140
162107.OF,金鹰量化,2016-07-01,1.0627
162216.OF,泰达500,2016-07-01,0.9385
162307.OF,海富100,2016-07-01,0.9470
162411.OF,华宝油气,2016-07-01,0.5910
162412.OF,医疗基金,2016-07-01,1.0927
162415.OF,美国消费,2016-07-01,1.0290
162509.OF,中证100E,2016-07-01,0.9830
162510.OF,国安中小,2016-07-01,1.0380
162711.OF,广发500L,2016-07-01,1.2804
162714.OF,深100基,2016-07-01,0.9737
162907.OF,泰信400,2016-07-01,0.7200
163109.OF,申万深成,2016-07-01,0.6157
163110.OF,申万量化,2016-07-01,2.3790
163113.OF,申万证券,2016-07-01,1.1127
163114.OF,申万环保,2016-07-01,0.9255
163115.OF,申万军工,2016-07-01,0.9984
163118.OF,医药生物,2016-07-01,0.8343
163209.OF,诺安创业,2016-07-01,1.1970
163407.OF,兴全300,2016-07-01,1.2550
163821.OF,中银300E,2016-07-01,1.3630
164304.OF,新华环保,2016-07-01,1.1250
164401.OF,中证健康,2016-07-01,0.9770
164402.OF,中航军工,2016-07-01,0.9570
164508.OF,国富100,2016-07-01,0.7520
164705.OF,添富恒生,2016-07-01,0.9200
164811.OF,京津冀,2016-07-01,1.1847
164906.OF,中国互联,2016-07-01,0.8670
164908.OF,环境治理,2016-07-01,0.9200
165309.OF,建信300,2016-07-01,0.9384
165310.OF,300增强,2016-07-01,1.2570
165312.OF,建信50,2016-07-01,1.2446
165511.OF,信诚500,2016-07-01,1.1790
165515.OF,信诚300,2016-07-01,1.0760
165519.OF,信诚医药,2016-07-01,0.7420
165520.OF,信诚有色,2016-07-01,1.0090
165521.OF,信诚金融,2016-07-01,0.8900
165522.OF,信诚TMT,2016-07-01,0.8750
165523.OF,信息安全,2016-07-01,1.0180
165524.OF,智能家居,2016-07-01,1.0310
165525.OF,基建工程,2016-07-01,0.9800
166802.OF,浙商300,2016-07-01,1.0660
167301.OF,保险主题,2016-07-01,0.9190
167503.OF,安信一带,2016-07-01,0.6930
168203.OF,中融钢铁,2016-07-01,0.7630
168204.OF,中融煤炭,2016-07-01,0.7100
501005.OF,精准医疗,2016-07-01,1.0167
501021.OF,香港中小,2016-07-01,1.0001
502000.OF,500增强,2016-07-01,0.9720
502003.OF,军工LOF,2016-07-01,1.1459
502006.OF,国企改革,2016-07-01,0.8445
502010.OF,证券LOF,2016-07-01,1.1508
502013.OF,一带一路,2016-07-01,0.7070
502020.OF,50增强,2016-07-01,1.0980
502023.OF,钢铁LOF,2016-07-01,0.8410
502048.OF,50LOF,2016-07-01,1.0425
502053.OF,券商LOF,2016-07-01,1.0470
